ano,clube,jogador,posicao,overall,jogos
2003,AD São Caetano (SP),Zé Carlos,Lateral,67,36
2003,AD São Caetano (SP),Dininho,Zagueiro,65,35
2003,AD São Caetano (SP),Gabriel,Zagueiro,55,3
2003,AD São Caetano (SP),Daniel da Silva,Zagueiro,55,4
2003,AD São Caetano (SP),Marcelo Mattos,Volante,63,30
2003,AD São Caetano (SP),Marcinho,Meia,75,40
2003,AD São Caetano (SP),Capixaba,Meia,69,39
2003,AD São Caetano (SP),Mateus Borges,Meia,64,23
2003,AD São Caetano (SP),Jales,Atacante,55,3
2003,Associação Atlética Ponte Preta,Lauro,Goleiro,66,31
2003,Associação Atlética Ponte Preta,Rafael Santos,Zagueiro,60,12
2003,Associação Atlética Ponte Preta,Ricardo Conceição,Volante,56,7
2003,Associação Atlética Ponte Preta,Reginaldo Vital,Meia,55,2
2003,Associação Atlética Ponte Preta,Rafael Marques,Atacante,74,1
2003,Associação Atlética Ponte Preta,Roger Silva,Atacante,61,16
2003,Atlético Paranaense,Diego,Goleiro,70,45
2003,Atlético Paranaense,Cléber,Goleiro,54,1
2003,Atlético Paranaense,Ivan,Lateral,67,40
2003,Atlético Paranaense,Alessandro,Lateral,65,36
2003,Atlético Paranaense,Capone,Lateral,58,14
2003,Atlético Paranaense,Rogerio Correa,Zagueiro,68,40
2003,Atlético Paranaense,Igor,Zagueiro,63,30
2003,Atlético Paranaense,Juliano Cavalheiro,Zagueiro,59,14
2003,Atlético Paranaense,Luciano Santos,Volante,67,38
2003,Atlético Paranaense,Fernandinho,Volante,66,29
2003,Atlético Paranaense,Rodriguinho,Volante,62,24
2003,Atlético Paranaense,Léomar,Volante,61,22
2003,Atlético Paranaense,Alan Bahia,Volante,60,20
2003,Atlético Paranaense,Douglas Silva,Volante,59,13
2003,Atlético Paranaense,Adriano Gabirú,Meia,69,32
2003,Atlético Paranaense,Fabrício,Meia,61,17
2003,Atlético Paranaense,Kléberson,Meia,58,12
2003,Atlético Paranaense,Alex Mineiro,Ponta,68,19
2003,Atlético Paranaense,Michel Bastos,Ponta,57,10
2003,Atlético Paranaense,Ilan,Atacante,79,30
2003,Atlético Paranaense,Dagoberto,Atacante,71,26
2003,Atlético Paranaense,Jadílson,Atacante,63,17
2003,Atlético Paranaense,Ricardinho,Atacante,62,21
2003,CR Flamengo,Júlio César,Goleiro,68,37
2003,CR Flamengo,Diego,Goleiro,59,10
2003,CR Flamengo,Athirson,Lateral,62,7
2003,CR Flamengo,Fabinho,Lateral,57,11
2003,CR Flamengo,Felipe Melo,Volante,55,2
2003,CR Flamengo,Jônatas,Meia,68,35
2003,CR Flamengo,Igor Cearense,Meia,68,33
2003,CR Flamengo,Vinícius Pacheco,Meia,56,8
2003,CR Flamengo,Fábio Baiano,Ponta,65,30
2003,Clube Atlético Mineiro,Cicinho,Lateral,67,38
2003,Clube Atlético Mineiro,Michel,Lateral,61,16
2003,Clube Atlético Mineiro,Rafael Scheidt,Zagueiro,65,35
2003,Clube Atlético Mineiro,André Luiz,Zagueiro,65,30
2003,Clube Atlético Mineiro,Neguete,Zagueiro,54,1
2003,Clube Atlético Mineiro,Marcelo Silva,Volante,65,33
2003,Clube Atlético Mineiro,Márcio Araújo,Volante,57,10
2003,Clube Atlético Mineiro,Lúcio Flávio,Meia,69,32
2003,Clube Atlético Mineiro,Juninho Arcanjo,Meia,64,26
2003,Clube Atlético Mineiro,Enrico,Meia,60,8
2003,Clube Atlético Mineiro,Lenílson,Meia,55,2
2003,Clube Atlético Mineiro,Paulinho,Atacante,69,30
2003,Clube Atlético Mineiro,Quirino,Atacante,60,12
2003,Clube Atlético Mineiro,Enílton,Atacante,55,2
2003,Clube de Regatas Vasco da Gama,Fábio,Goleiro,71,44
2003,Clube de Regatas Vasco da Gama,Edinho,Lateral,58,14
2003,Clube de Regatas Vasco da Gama,Gérson,Lateral,54,1
2003,Clube de Regatas Vasco da Gama,Wescley,Zagueiro,66,37
2003,Clube de Regatas Vasco da Gama,Wellington Monteiro,Volante,61,24
2003,Clube de Regatas Vasco da Gama,Ygor,Volante,60,20
2003,Clube de Regatas Vasco da Gama,Coutinho,Volante,56,8
2003,Clube de Regatas Vasco da Gama,Carlos Alberto,Volante,55,4
2003,Clube de Regatas Vasco da Gama,Morais,Meia,66,32
2003,Clube de Regatas Vasco da Gama,Cadu,Meia,65,15
2003,Clube de Regatas Vasco da Gama,Edmundo,Atacante,71,20
2003,Clube de Regatas Vasco da Gama,Souza,Atacante,65,13
2003,Clube de Regatas Vasco da Gama,Anderson Costa,Atacante,63,14
2003,Coritiba Foot Ball Club,Fernando Prass,Goleiro,70,42
2003,Coritiba Foot Ball Club,Fernando Vizzotto,Goleiro,55,2
2003,Coritiba Foot Ball Club,Adriano,Lateral,63,30
2003,Coritiba Foot Ball Club,Ceará,Lateral,62,25
2003,Coritiba Foot Ball Club,Lira,Lateral,60,19
2003,Coritiba Foot Ball Club,James Dens,Lateral,56,7
2003,Coritiba Foot Ball Club,Danilo Moreira,Zagueiro,64,27
2003,Coritiba Foot Ball Club,Edinho Baiano,Zagueiro,62,26
2003,Coritiba Foot Ball Club,Odvan,Zagueiro,62,26
2003,Coritiba Foot Ball Club,Reginaldo Nascimento,Volante,67,39
2003,Coritiba Foot Ball Club,Roberto Brum,Volante,66,39
2003,Coritiba Foot Ball Club,Willians,Volante,61,21
2003,Coritiba Foot Ball Club,Tcheco,Meia,70,25
2003,Coritiba Foot Ball Club,Jackson,Meia,67,37
2003,Coritiba Foot Ball Club,Souza,Meia,65,31
2003,Coritiba Foot Ball Club,Alexandre Fávaro,Meia,64,13
2003,Coritiba Foot Ball Club,Maurinho,Meia,60,14
2003,Coritiba Foot Ball Club,Pepo,Meia,59,16
2003,Coritiba Foot Ball Club,Marcel,Atacante,81,43
2003,Coritiba Foot Ball Club,Lima,Atacante,72,39
2003,Coritiba Foot Ball Club,Edu Sales,Atacante,71,39
2003,Coritiba Foot Ball Club,Marco Brito,Atacante,66,19
2003,Coritiba Foot Ball Club,Helinho,Atacante,60,14
2003,Criciúma Esporte Clube,Roberto Volpato,Goleiro,61,2
2003,Criciúma Esporte Clube,Jucemar,Lateral,55,3
2003,Criciúma Esporte Clube,Paulo Baier,Meia,71,31
2003,Criciúma Esporte Clube,Paulo César,Meia,64,23
2003,Criciúma Esporte Clube,Douglas,Meia,63,29
2003,Criciúma Esporte Clube,Leonardo,Atacante,71,26
2003,Cruzeiro Esporte Clube,Heurelho Gomes,Goleiro,70,40
2003,Cruzeiro Esporte Clube,Artur Moraes,Goleiro,60,6
2003,Cruzeiro Esporte Clube,Maicon,Lateral,60,12
2003,Cruzeiro Esporte Clube,Luisão,Zagueiro,59,15
2003,Cruzeiro Esporte Clube,Gladstone,Zagueiro,55,3
2003,Cruzeiro Esporte Clube,Augusto Recife,Volante,67,42
2003,Cruzeiro Esporte Clube,Felipe Melo,Volante,64,31
2003,Cruzeiro Esporte Clube,Alex,Meia,82,38
2003,Cruzeiro Esporte Clube,Marcinho,Meia,64,15
2003,Cruzeiro Esporte Clube,Wendel,Ponta,67,32
2003,Cruzeiro Esporte Clube,Víctor Aristizábal,Atacante,82,36
2003,Cruzeiro Esporte Clube,Mota,Atacante,77,37
2003,Cruzeiro Esporte Clube,Mert Nobre,Atacante,67,14
2003,Cruzeiro Esporte Clube,Alex Alves,Atacante,60,8
2003,Cruzeiro Esporte Clube,Tiago Pereira,Atacante,55,3
2003,Cruzeiro Esporte Clube,Marcelo Ramos,Atacante,55,2
2003,Esporte Clube Bahia,Bruno Recife,Lateral,54,1
2003,Esporte Clube Bahia,Valdomiro,Zagueiro,65,29
2003,Esporte Clube Bahia,Accioly,Zagueiro,60,14
2003,Esporte Clube Bahia,Cícero,Meia,60,8
2003,Esporte Clube Bahia,Adriano,Meia,56,8
2003,Esporte Clube Bahia,Elias,Meia,56,6
2003,Esporte Clube Bahia,Didi,Atacante,75,23
2003,Esporte Clube Juventude,Wederson,Lateral,55,2
2003,Esporte Clube Juventude,Índio,Zagueiro,63,26
2003,Esporte Clube Juventude,Marcão,Zagueiro,62,26
2003,Esporte Clube Juventude,Dante,Zagueiro,61,22
2003,Esporte Clube Juventude,Maurício,Zagueiro,56,7
2003,Esporte Clube Juventude,Neguete,Zagueiro,56,6
2003,Esporte Clube Juventude,Camazzola,Volante,62,26
2003,Esporte Clube Juventude,Rodrigo Pontes,Volante,58,14
2003,Esporte Clube Juventude,Marcio Senna,Volante,55,3
2003,Esporte Clube Juventude,Marcelo Costa,Meia,69,43
2003,Esporte Clube Juventude,Hugo,Meia,69,26
2003,Esporte Clube Juventude,Rafael Ledesma,Meia,65,16
2003,Esporte Clube Juventude,Cléber Frolich,Meia,55,2
2003,Esporte Clube Juventude,Michel Neves,Atacante,64,8
2003,Esporte Clube Juventude,Gustavo Papa,Atacante,63,14
2003,Esporte Clube Juventude,Tailson,Atacante,63,19
2003,Esporte Clube Juventude,João Paulo,Atacante,62,20
2003,Esporte Clube Juventude,Léo,Atacante,55,3
2003,Esporte Clube Vitória,Juninho,Goleiro,66,29
2003,Esporte Clube Vitória,Paulo Musse,Goleiro,60,16
2003,Esporte Clube Vitória,Felipe,Goleiro,54,1
2003,Esporte Clube Vitória,Alex Santos,Lateral,57,10
2003,Esporte Clube Vitória,Dudu Paraíba,Lateral,54,1
2003,Esporte Clube Vitória,Marcos,Zagueiro,61,23
2003,Esporte Clube Vitória,Nené,Zagueiro,59,15
2003,Esporte Clube Vitória,Felipe Saad,Zagueiro,54,1
2003,Esporte Clube Vitória,Dudu Cearense,Meia,68,31
2003,Esporte Clube Vitória,Maurício,Meia,61,22
2003,Esporte Clube Vitória,Leandro Domingues,Ponta,57,9
2003,Esporte Clube Vitória,Alecsandro,Atacante,71,34
2003,Esporte Clube Vitória,Gilmar,Atacante,62,20
2003,Esporte Clube Vitória,Enílton,Atacante,57,10
2003,Esporte Clube Vitória,César Santin,Atacante,55,4
2003,Figueirense Futebol Clube,Édson Bastos,Goleiro,71,46
2003,Figueirense Futebol Clube,Triguinho,Lateral,64,31
2003,Figueirense Futebol Clube,Pedro Silva,Lateral,61,17
2003,Figueirense Futebol Clube,Filipe Luís,Lateral,58,5
2003,Figueirense Futebol Clube,Márcio Martins,Zagueiro,55,3
2003,Figueirense Futebol Clube,Marcinho Guerreiro,Volante,55,4
2003,Figueirense Futebol Clube,William de Mattia,Volante,54,1
2003,Figueirense Futebol Clube,William Fabro,Meia,71,38
2003,Figueirense Futebol Clube,Bilú,Meia,69,41
2003,Figueirense Futebol Clube,Danilo Cruz,Meia,68,29
2003,Figueirense Futebol Clube,Carlos Alberto,Meia,62,25
2003,Figueirense Futebol Clube,Fernandinho,Ponta,72,20
2003,Figueirense Futebol Clube,Zinho,Ponta,55,4
2003,Figueirense Futebol Clube,Rodrigo Silva,Atacante,63,4
2003,Figueirense Futebol Clube,Edmílson,Atacante,63,14
2003,Figueirense Futebol Clube,Sandro Hiroshi,Atacante,61,16
2003,Figueirense Futebol Clube,Roberto,Atacante,56,8
2003,Fluminense Football Club,Fernando Henrique,Goleiro,60,6
2003,Fluminense Football Club,Jancarlos,Lateral,63,29
2003,Fluminense Football Club,Johnathan,Lateral,56,7
2003,Fluminense Football Club,Antônio Carlos,Zagueiro,55,4
2003,Fluminense Football Club,Marcão,Volante,67,42
2003,Fluminense Football Club,Carlos Alberto,Meia,68,32
2003,Fluminense Football Club,Lopes,Meia,66,29
2003,Fluminense Football Club,Marcelo Macedo,Atacante,67,28
2003,Fluminense Football Club,Josafá,Atacante,60,14
2003,Fluminense Football Club,Rodrigo Tiuí,Atacante,56,7
2003,Fluminense Football Club,Diego Souza,Atacante,56,7
2003,Fortaleza Esporte Clube,Márcio Giovanini,Zagueiro,58,14
2003,Fortaleza Esporte Clube,Erandir,Volante,65,35
2003,Fortaleza Esporte Clube,Alyson,Meia,67,32
2003,Fortaleza Esporte Clube,Ricardinho,Meia,57,10
2003,Fortaleza Esporte Clube,Alexandre Oliveira,Atacante,57,9
2003,Goiás EC,Harlei,Goleiro,58,11
2003,Goiás EC,Leandro Smith,Lateral,64,27
2003,Goiás EC,Esquerdinha,Lateral,59,18
2003,Goiás EC,Fabão,Zagueiro,69,43
2003,Goiás EC,Josué,Volante,67,42
2003,Goiás EC,Marabá,Volante,65,32
2003,Goiás EC,Danilo,Meia,63,22
2003,Goiás EC,Tiago Fraga,Meia,62,26
2003,Goiás EC,Caíco,Meia,60,10
2003,Goiás EC,Araújo,Atacante,75,41
2003,Grêmio Foot-Ball Porto Alegrense,Gilberto,Lateral,67,33
2003,Grêmio Foot-Ball Porto Alegrense,Anderson Lima,Lateral,67,32
2003,Grêmio Foot-Ball Porto Alegrense,George Lucas,Lateral,64,16
2003,Grêmio Foot-Ball Porto Alegrense,Felipe Baloy,Zagueiro,60,18
2003,Grêmio Foot-Ball Porto Alegrense,Emerson,Volante,61,19
2003,Grêmio Foot-Ball Porto Alegrense,Douglas Silva,Volante,58,14
2003,Grêmio Foot-Ball Porto Alegrense,Tinga,Meia,67,33
2003,Grêmio Foot-Ball Porto Alegrense,Caio Ribeiro,Atacante,67,26
2003,Grêmio Foot-Ball Porto Alegrense,Cláudio Pitbull,Atacante,66,30
2003,Grêmio Foot-Ball Porto Alegrense,Luís Mário,Atacante,58,12
2003,Guarani Futebol Clube (SP),Léo San,Zagueiro,54,1
2003,Guarani Futebol Clube (SP),Alex,Meia,70,40
2003,Guarani Futebol Clube (SP),Dinélson,Meia,67,25
2003,Guarani Futebol Clube (SP),Ruy Cabeção,Meia,67,30
2003,Guarani Futebol Clube (SP),Lúcio,Meia,57,10
2003,Paraná Clube,Flávio,Goleiro,70,42
2003,Paraná Clube,Fernandinho,Lateral,69,41
2003,Paraná Clube,Pierre,Volante,64,32
2003,Paraná Clube,Marquinhos,Meia,76,41
2003,Paraná Clube,Caio,Meia,71,43
2003,Paraná Clube,Goiano,Meia,63,29
2003,Paraná Clube,Renaldo,Atacante,87,42
2003,Paraná Clube,Vandinho,Atacante,70,2
2003,Paysandu SC,André Dias,Zagueiro,62,26
2003,Paysandu SC,Cristiano,Ponta,60,7
2003,Paysandu SC,Iarley,Atacante,65,14
2003,Santos FC,Fábio Costa,Goleiro,67,35
2003,Santos FC,Júlio Sérgio,Goleiro,58,11
2003,Santos FC,Léo,Lateral,70,43
2003,Santos FC,Rubens Cardoso,Lateral,60,12
2003,Santos FC,Alex,Zagueiro,68,34
2003,Santos FC,André Luis,Zagueiro,66,36
2003,Santos FC,Pereira,Zagueiro,59,15
2003,Santos FC,Paulo Almeida,Volante,63,28
2003,Santos FC,Diego,Meia,78,33
2003,Santos FC,Renato,Meia,75,44
2003,Santos FC,Fabiano,Meia,74,34
2003,Santos FC,Nenê,Meia,73,24
2003,Santos FC,Wellington,Meia,58,12
2003,Santos FC,Robinho,Ponta,76,32
2003,Santos FC,William,Atacante,74,19
2003,Santos FC,Ricardo Oliveira,Atacante,67,14
2003,Santos FC,Marcelo Peabiru,Atacante,56,6
2003,Sport Club Corinthians Paulista,Doni,Goleiro,65,26
2003,Sport Club Corinthians Paulista,Rubinho,Goleiro,64,20
2003,Sport Club Corinthians Paulista,Kléber,Lateral,61,18
2003,Sport Club Corinthians Paulista,Coelho,Lateral,60,13
2003,Sport Club Corinthians Paulista,Moreno,Lateral,60,20
2003,Sport Club Corinthians Paulista,Fininho,Lateral,58,12
2003,Sport Club Corinthians Paulista,Anderson,Zagueiro,66,37
2003,Sport Club Corinthians Paulista,Fabio Luciano,Zagueiro,63,14
2003,Sport Club Corinthians Paulista,Marquinhos,Zagueiro,62,24
2003,Sport Club Corinthians Paulista,César,Zagueiro,61,16
2003,Sport Club Corinthians Paulista,Fabrício,Volante,68,40
2003,Sport Club Corinthians Paulista,Cocito,Volante,58,12
2003,Sport Club Corinthians Paulista,Wendel,Volante,57,9
2003,Sport Club Corinthians Paulista,Renato Abreu,Meia,66,31
2003,Sport Club Corinthians Paulista,Fumagalli,Meia,59,18
2003,Sport Club Corinthians Paulista,Jorge Wagner,Ponta,59,18
2003,Sport Club Corinthians Paulista,Gil,Atacante,72,31
2003,Sport Club Corinthians Paulista,Paulo Jamelli,Atacante,65,19
2003,Sport Club Corinthians Paulista,Wilson,Atacante,65,13
2003,Sport Club Corinthians Paulista,Abuda,Atacante,63,9
2003,Sport Club Corinthians Paulista,Leandro,Atacante,63,18
2003,Sport Club Corinthians Paulista,Jô,Atacante,60,14
2003,Sport Club Corinthians Paulista,Bobô,Atacante,58,13
2003,Sport Club Internacional,Clemer,Goleiro,71,42
2003,Sport Club Internacional,Edu Silva,Lateral,67,39
2003,Sport Club Internacional,Élder Granja,Lateral,62,26
2003,Sport Club Internacional,Chiquinho,Lateral,54,1
2003,Sport Club Internacional,Vinícius,Zagueiro,65,33
2003,Sport Club Internacional,Wilson,Zagueiro,65,31
2003,Sport Club Internacional,Marcelo Sangaletti,Zagueiro,64,31
2003,Sport Club Internacional,Bolívar,Zagueiro,55,4
2003,Sport Club Internacional,Júnior Paulista,Zagueiro,55,3
2003,Sport Club Internacional,Flávio,Volante,69,37
2003,Sport Club Internacional,Edinho,Volante,56,7
2003,Sport Club Internacional,Diego Gavilán,Meia,69,39
2003,Sport Club Internacional,Diego Barcellos,Meia,69,36
2003,Sport Club Internacional,Claiton,Meia,66,41
2003,Sport Club Internacional,Cleiton Xavier,Meia,63,25
2003,Sport Club Internacional,Humberto Foguinho,Meia,55,2
2003,Sport Club Internacional,Diogo Barcellos,Meia,55,3
2003,Sport Club Internacional,Thiago,Meia,55,3
2003,Sport Club Internacional,André Neles,Atacante,74,5
2003,Sport Club Internacional,Nilmar,Atacante,73,28
2003,Sport Club Internacional,Fábio Júnior,Atacante,56,8
2003,Sport Club Internacional,Leandro Tatu,Atacante,54,1
2003,São Paulo Futebol Clube,Fabiano,Lateral,69,37
2003,São Paulo Futebol Clube,Gustavo Nery,Lateral,67,34
2003,São Paulo Futebol Clube,Fábio Santos,Lateral,58,13
2003,São Paulo Futebol Clube,Jorginho Paulista,Lateral,56,5
2003,São Paulo Futebol Clube,Diego Lugano,Zagueiro,63,23
2003,São Paulo Futebol Clube,Edcarlos,Zagueiro,56,6
2003,São Paulo Futebol Clube,Régis,Zagueiro,55,2
2003,São Paulo Futebol Clube,Carlos Alberto,Volante,65,32
2003,São Paulo Futebol Clube,Kaká,Meia,73,10
2003,São Paulo Futebol Clube,Júlio Baptista,Meia,65,15
2003,São Paulo Futebol Clube,Ricardinho,Meia,64,23
2003,São Paulo Futebol Clube,Luís Fabiano,Atacante,84,34
2003,São Paulo Futebol Clube,Diego Tardelli,Atacante,73,23
2003,São Paulo Futebol Clube,Kléber,Atacante,66,28
2004,AD São Caetano (SP),Anderson Lima,Lateral,68,33
2004,AD São Caetano (SP),Triguinho,Lateral,65,34
2004,AD São Caetano (SP),Ceará,Lateral,63,26
2004,AD São Caetano (SP),Gilberto,Lateral,56,6
2004,AD São Caetano (SP),Jonas,Lateral,56,5
2004,AD São Caetano (SP),Dininho,Zagueiro,64,32
2004,AD São Caetano (SP),Marcelo Mattos,Volante,67,40
2004,AD São Caetano (SP),Marcinho,Meia,70,33
2004,AD São Caetano (SP),Lúcio Flávio,Meia,64,23
2004,AD São Caetano (SP),Mateus Borges,Meia,62,18
2004,AD São Caetano (SP),Danilo Cruz,Meia,56,8
2004,AD São Caetano (SP),Fábio Baiano,Ponta,62,4
2004,AD São Caetano (SP),Euller,Atacante,67,35
2004,Associação Atlética Ponte Preta,Lauro,Goleiro,72,46
2004,Associação Atlética Ponte Preta,Gustavo,Zagueiro,64,32
2004,Associação Atlética Ponte Preta,Rafael Santos,Zagueiro,60,18
2004,Associação Atlética Ponte Preta,Flávio,Volante,64,25
2004,Associação Atlética Ponte Preta,Ricardo Conceição,Volante,60,21
2004,Associação Atlética Ponte Preta,Alecsandro,Atacante,71,14
2004,Associação Atlética Ponte Preta,Anselmo,Atacante,68,20
2004,Associação Atlética Ponte Preta,Roger Silva,Atacante,63,19
2004,Atlético Paranaense,Diego,Goleiro,71,45
2004,Atlético Paranaense,Cléber,Goleiro,66,1
2004,Atlético Paranaense,Ivan,Lateral,66,34
2004,Atlético Paranaense,Marcão,Zagueiro,67,40
2004,Atlético Paranaense,Marinho,Zagueiro,66,37
2004,Atlético Paranaense,Rogerio Correa,Zagueiro,64,28
2004,Atlético Paranaense,Igor,Zagueiro,61,22
2004,Atlético Paranaense,Alessandro Lopes,Zagueiro,56,6
2004,Atlético Paranaense,Fernandinho,Volante,72,41
2004,Atlético Paranaense,Alan Bahia,Volante,67,40
2004,Atlético Paranaense,Jádson,Meia,82,40
2004,Atlético Paranaense,William Fabro,Meia,64,33
2004,Atlético Paranaense,Morais,Meia,60,16
2004,Atlético Paranaense,Bruno Lança,Meia,59,17
2004,Atlético Paranaense,Adriano Gabirú,Meia,55,3
2004,Atlético Paranaense,Fabrício,Meia,54,1
2004,Atlético Paranaense,Dagoberto,Atacante,75,30
2004,Atlético Paranaense,Denis Marques,Atacante,71,15
2004,Atlético Paranaense,Ilan,Atacante,70,18
2004,Atlético Paranaense,Ricardinho,Atacante,55,2
2004,Atlético Paranaense,Anderson Aquino,Atacante,54,1
2004,Botafogo de Futebol e Regatas,Jefferson,Goleiro,68,42
2004,Botafogo de Futebol e Regatas,Max,Goleiro,58,5
2004,Botafogo de Futebol e Regatas,Renatinho Carioca,Lateral,63,25
2004,Botafogo de Futebol e Regatas,Jorginho Paulista,Lateral,61,18
2004,Botafogo de Futebol e Regatas,Gustavo Lazzaretti,Zagueiro,65,33
2004,Botafogo de Futebol e Regatas,Rafael Scheidt,Zagueiro,61,22
2004,Botafogo de Futebol e Regatas,João Carlos,Zagueiro,61,18
2004,Botafogo de Futebol e Regatas,Rafael Marques,Zagueiro,59,16
2004,Botafogo de Futebol e Regatas,Fernando,Volante,67,43
2004,Botafogo de Futebol e Regatas,Túlio Guerreiro,Volante,65,35
2004,Botafogo de Futebol e Regatas,Carlos Alberto,Volante,62,24
2004,Botafogo de Futebol e Regatas,Almir,Meia,72,45
2004,Botafogo de Futebol e Regatas,Valdo,Meia,69,44
2004,Botafogo de Futebol e Regatas,Ruy Cabeção,Meia,65,30
2004,Botafogo de Futebol e Regatas,Têti,Meia,65,25
2004,Botafogo de Futebol e Regatas,Camacho,Meia,62,17
2004,Botafogo de Futebol e Regatas,Élvis,Meia,61,18
2004,Botafogo de Futebol e Regatas,Raúl Estévez,Ponta,60,10
2004,Botafogo de Futebol e Regatas,Daniel Côrtes,Ponta,58,13
2004,Botafogo de Futebol e Regatas,Luizão,Atacante,77,15
2004,Botafogo de Futebol e Regatas,Caio Ribeiro,Atacante,73,15
2004,Botafogo de Futebol e Regatas,Schwenck,Atacante,72,33
2004,Botafogo de Futebol e Regatas,Ricardinho,Atacante,65,15
2004,CR Flamengo,Júlio César,Goleiro,72,34
2004,CR Flamengo,Diego,Goleiro,63,13
2004,CR Flamengo,Athirson,Lateral,64,19
2004,CR Flamengo,China,Lateral,61,20
2004,CR Flamengo,Valdomiro,Zagueiro,56,5
2004,CR Flamengo,Douglas Silva,Volante,60,21
2004,CR Flamengo,Rafael Ledesma,Meia,68,2
2004,CR Flamengo,Roger Guerreiro,Meia,67,36
2004,CR Flamengo,Jônatas,Meia,62,24
2004,CR Flamengo,Vinícius Pacheco,Meia,55,4
2004,CR Flamengo,Dill,Ponta,56,7
2004,CR Flamengo,Negreiros,Atacante,67,9
2004,Clube Atlético Mineiro,Diego Alves,Goleiro,54,0
2004,Clube Atlético Mineiro,Rubens Cardoso,Lateral,67,39
2004,Clube Atlético Mineiro,Alessandro,Lateral,64,31
2004,Clube Atlético Mineiro,Marquinhos Caruaru,Lateral,58,6
2004,Clube Atlético Mineiro,Carlinhos Paulista,Lateral,56,5
2004,Clube Atlético Mineiro,André Luiz,Zagueiro,64,31
2004,Clube Atlético Mineiro,Márcio Araújo,Volante,62,26
2004,Clube Atlético Mineiro,Walker,Volante,61,22
2004,Clube Atlético Mineiro,Juninho Arcanjo,Meia,65,31
2004,Clube Atlético Mineiro,Enrico,Meia,56,6
2004,Clube Atlético Mineiro,Alex Mineiro,Ponta,76,43
2004,Clube Atlético Mineiro,Léandro,Ponta,55,3
2004,Clube Atlético Mineiro,Márcio Mixirica,Atacante,71,20
2004,Clube Atlético Mineiro,Quirino,Atacante,68,21
2004,Clube Atlético Mineiro,Paulinho,Atacante,56,7
2004,Clube Atlético Mineiro,André Neles,Atacante,54,1
2004,Clube Atlético Mineiro,Rafael Moura,Atacante,54,1
2004,Clube de Regatas Vasco da Gama,Cássio,Goleiro,63,12
2004,Clube de Regatas Vasco da Gama,Fábio,Goleiro,62,19
2004,Clube de Regatas Vasco da Gama,Wescley,Zagueiro,58,13
2004,Clube de Regatas Vasco da Gama,Pereira,Zagueiro,55,2
2004,Clube de Regatas Vasco da Gama,Ygor,Volante,67,39
2004,Clube de Regatas Vasco da Gama,Coutinho,Volante,66,39
2004,Clube de Regatas Vasco da Gama,Silva,Volante,56,6
2004,Clube de Regatas Vasco da Gama,Dejan Petkovic,Meia,81,36
2004,Clube de Regatas Vasco da Gama,Cadu,Meia,60,7
2004,Clube de Regatas Vasco da Gama,Muriqui,Ponta,64,13
2004,Clube de Regatas Vasco da Gama,Anderson Costa,Atacante,72,30
2004,Clube de Regatas Vasco da Gama,Marco Brito,Atacante,68,8
2004,Clube de Regatas Vasco da Gama,André Lima,Atacante,61,19
2004,Coritiba Foot Ball Club,Fernando Prass,Goleiro,70,40
2004,Coritiba Foot Ball Club,Douglas,Goleiro,60,5
2004,Coritiba Foot Ball Club,Ricardinho,Lateral,65,34
2004,Coritiba Foot Ball Club,Jucemar,Lateral,64,29
2004,Coritiba Foot Ball Club,Adriano,Lateral,63,27
2004,Coritiba Foot Ball Club,Rafinha,Lateral,61,24
2004,Coritiba Foot Ball Club,Miranda,Zagueiro,67,40
2004,Coritiba Foot Ball Club,Flávio Rogério,Zagueiro,60,17
2004,Coritiba Foot Ball Club,Vágner,Zagueiro,59,17
2004,Coritiba Foot Ball Club,Roberto Brum,Volante,65,34
2004,Coritiba Foot Ball Club,Reginaldo Nascimento,Volante,60,21
2004,Coritiba Foot Ball Club,Capixaba,Meia,70,42
2004,Coritiba Foot Ball Club,Ataliba,Meia,67,39
2004,Coritiba Foot Ball Club,Reginaldo Vital,Meia,62,13
2004,Coritiba Foot Ball Club,Márcio Egídio,Meia,61,22
2004,Coritiba Foot Ball Club,Pepo,Meia,60,20
2004,Coritiba Foot Ball Club,Cléber Frolich,Meia,60,12
2004,Coritiba Foot Ball Club,Batata,Meia,57,11
2004,Coritiba Foot Ball Club,Tuta,Atacante,78,41
2004,Coritiba Foot Ball Club,Alemão,Atacante,71,28
2004,Coritiba Foot Ball Club,Víctor Aristizábal,Atacante,69,25
2004,Coritiba Foot Ball Club,Laércio,Atacante,63,14
2004,Coritiba Foot Ball Club,André Nunes,Atacante,57,10
2004,Criciúma Esporte Clube,Roberto Volpato,Goleiro,58,11
2004,Criciúma Esporte Clube,Fernando Leal,Goleiro,55,2
2004,Criciúma Esporte Clube,Fernandinho,Lateral,63,14
2004,Criciúma Esporte Clube,Jeci,Zagueiro,55,4
2004,Criciúma Esporte Clube,Douglas,Meia,63,20
2004,Criciúma Esporte Clube,Paulo César,Meia,62,24
2004,Criciúma Esporte Clube,Marcio Richardes,Meia,58,14
2004,Criciúma Esporte Clube,Marcos Denner,Atacante,76,42
2004,Criciúma Esporte Clube,Paulinho,Atacante,60,10
2004,Criciúma Esporte Clube,Fabrício Ceará,Atacante,57,10
2004,Criciúma Esporte Clube,Éder,Atacante,54,1
2004,Cruzeiro Esporte Clube,Artur Moraes,Goleiro,68,35
