ano,clube,jogador,posicao,overall,jogos
2013,Goiás EC,Walter,Atacante,78,32
2013,Goiás EC,Eduardo Sasha,Atacante,67,16
2013,Goiás EC,Araújo,Atacante,59,14
2013,Goiás EC,Neto Baiano,Atacante,59,13
2013,Goiás EC,Júnior Viçosa,Atacante,57,9
2013,Goiás EC,Léo Bonatini,Atacante,57,6
2013,Grêmio Foot-Ball Porto Alegrense,Dida,Goleiro,73,37
2013,Grêmio Foot-Ball Porto Alegrense,Alex Telles,Lateral,72,36
2013,Grêmio Foot-Ball Porto Alegrense,Pará,Lateral,67,35
2013,Grêmio Foot-Ball Porto Alegrense,Wendell,Lateral,57,9
2013,Grêmio Foot-Ball Porto Alegrense,Souza,Zagueiro,73,31
2013,Grêmio Foot-Ball Porto Alegrense,Bressan,Zagueiro,69,36
2013,Grêmio Foot-Ball Porto Alegrense,Rhodolfo,Zagueiro,69,24
2013,Grêmio Foot-Ball Porto Alegrense,Werley,Zagueiro,64,25
2013,Grêmio Foot-Ball Porto Alegrense,Saimon,Zagueiro,57,9
2013,Grêmio Foot-Ball Porto Alegrense,Rafael Thyere,Zagueiro,54,0
2013,Grêmio Foot-Ball Porto Alegrense,Fernando,Volante,62,1
2013,Grêmio Foot-Ball Porto Alegrense,Moisés,Volante,55,4
2013,Grêmio Foot-Ball Porto Alegrense,Ramiro,Meia,68,29
2013,Grêmio Foot-Ball Porto Alegrense,Guilherme Biteco,Meia,60,10
2013,Grêmio Foot-Ball Porto Alegrense,Matheus Biteco,Meia,60,11
2013,Grêmio Foot-Ball Porto Alegrense,Zé Roberto,Ponta,69,22
2013,Grêmio Foot-Ball Porto Alegrense,Paulinho Moccelin,Ponta,60,9
2013,Grêmio Foot-Ball Porto Alegrense,Calyson,Ponta,54,0
2013,Grêmio Foot-Ball Porto Alegrense,Hernán Barcos,Atacante,80,37
2013,Grêmio Foot-Ball Porto Alegrense,Eduardo Vargas,Atacante,77,18
2013,Grêmio Foot-Ball Porto Alegrense,Kléber,Atacante,71,34
2013,Grêmio Foot-Ball Porto Alegrense,Welliton,Atacante,60,4
2013,Grêmio Foot-Ball Porto Alegrense,Yuri Mamute,Atacante,57,8
2013,Portuguesa,Lauro,Goleiro,70,32
2013,Portuguesa,Glédson,Goleiro,60,6
2013,Portuguesa,Ivan,Lateral,55,3
2013,Portuguesa,Valdomiro,Zagueiro,68,36
2013,Portuguesa,Lima,Zagueiro,60,17
2013,Portuguesa,Luan Peres,Zagueiro,54,0
2013,Portuguesa,Corrêa,Volante,69,30
2013,Portuguesa,Bruno Lima,Volante,59,9
2013,Portuguesa,Willian Arão,Volante,59,13
2013,Portuguesa,Renan Paulino,Volante,54,0
2013,Portuguesa,Moisés,Meia,70,31
2013,Portuguesa,Bruno Henrique,Meia,69,29
2013,Portuguesa,Carlos Alberto,Meia,55,4
2013,Portuguesa,Gabriel Xavier,Ponta,54,0
2013,Portuguesa,Gilberto,Atacante,81,24
2013,Portuguesa,Bruno Moraes,Atacante,65,7
2013,Portuguesa,Bérgson,Atacante,64,15
2013,Portuguesa,Henrique Dourado,Atacante,63,12
2013,Portuguesa,Michel Douglas,Atacante,61,6
2013,Santos FC,Aranha,Goleiro,70,32
2013,Santos FC,Rafael Cabral,Goleiro,66,5
2013,Santos FC,Cicinho,Lateral,67,25
2013,Santos FC,Emerson,Lateral,62,14
2013,Santos FC,Bruno Peres,Lateral,60,11
2013,Santos FC,Léo,Lateral,60,14
2013,Santos FC,Gustavo Henrique,Zagueiro,65,25
2013,Santos FC,Alan Santos,Zagueiro,63,20
2013,Santos FC,Arouca,Volante,66,26
2013,Santos FC,Alison,Volante,64,26
2013,Santos FC,Cícero,Meia,80,37
2013,Santos FC,Walter Montillo,Meia,77,26
2013,Santos FC,Rafael Galhardo,Meia,61,12
2013,Santos FC,Renato Abreu,Meia,60,9
2013,Santos FC,Renê Júnior,Meia,59,13
2013,Santos FC,Pedro Castro,Meia,57,9
2013,Santos FC,Thiago Ribeiro,Ponta,78,24
2013,Santos FC,Neilton,Ponta,68,14
2013,Santos FC,Felipe Anderson,Ponta,62,3
2013,Santos FC,Geuvânio,Ponta,60,7
2013,Santos FC,Willian José,Atacante,72,23
2013,Santos FC,Éverton Costa,Atacante,64,16
2013,Santos FC,Gabriel Barbosa,Atacante,61,11
2013,Sport Club Corinthians Paulista,Cássio,Goleiro,72,29
2013,Sport Club Corinthians Paulista,Walter,Goleiro,64,8
2013,Sport Club Corinthians Paulista,Danilo Fernandes,Goleiro,59,3
2013,Sport Club Corinthians Paulista,Fábio Santos,Lateral,61,19
2013,Sport Club Corinthians Paulista,Igor Fernandes,Lateral,59,13
2013,Sport Club Corinthians Paulista,Gil,Zagueiro,73,36
2013,Sport Club Corinthians Paulista,Paulo André,Zagueiro,65,29
2013,Sport Club Corinthians Paulista,Cléber Reis,Zagueiro,61,5
2013,Sport Club Corinthians Paulista,Felipe,Zagueiro,56,6
2013,Sport Club Corinthians Paulista,Guilherme,Volante,71,27
2013,Sport Club Corinthians Paulista,Willian Arão,Volante,55,2
2013,Sport Club Corinthians Paulista,Paulinho,Meia,80,1
2013,Sport Club Corinthians Paulista,Edenilson,Meia,72,36
2013,Sport Club Corinthians Paulista,Douglas,Meia,69,31
2013,Sport Club Corinthians Paulista,Renato Augusto,Meia,69,15
2013,Sport Club Corinthians Paulista,Danilo,Meia,68,30
2013,Sport Club Corinthians Paulista,Rodriguinho,Meia,57,8
2013,Sport Club Corinthians Paulista,Léo Artur,Meia,56,5
2013,Sport Club Corinthians Paulista,Emerson,Ponta,69,30
2013,Sport Club Corinthians Paulista,Paulinho,Ponta,55,4
2013,Sport Club Corinthians Paulista,Zhizhao Chen,Ponta,54,1
2013,Sport Club Corinthians Paulista,Alexandre Pato,Atacante,83,30
2013,Sport Club Corinthians Paulista,Paolo Guerrero,Atacante,69,17
2013,Sport Club Internacional,Muriel,Goleiro,73,32
2013,Sport Club Internacional,Alisson,Goleiro,60,6
2013,Sport Club Internacional,Fabrício,Lateral,66,29
2013,Sport Club Internacional,Kléber,Lateral,63,19
2013,Sport Club Internacional,Ednei,Lateral,58,11
2013,Sport Club Internacional,Juan,Zagueiro,67,32
2013,Sport Club Internacional,Jackson,Zagueiro,60,12
2013,Sport Club Internacional,Índio,Zagueiro,60,15
2013,Sport Club Internacional,Alan Costa,Zagueiro,57,8
2013,Sport Club Internacional,Willians,Volante,72,31
2013,Sport Club Internacional,Josimar,Volante,62,22
2013,Sport Club Internacional,Ygor,Volante,58,11
2013,Sport Club Internacional,João Afonso,Volante,57,9
2013,Sport Club Internacional,Jogador 3445,Meia,81,35
2013,Sport Club Internacional,Otávio,Meia,72,26
2013,Sport Club Internacional,Jorge Henrique,Meia,68,23
2013,Sport Club Internacional,Alex,Meia,62,18
2013,Sport Club Internacional,Mike,Ponta,55,3
2013,Sport Club Internacional,Jesús Dátolo,Ponta,55,4
2013,Sport Club Internacional,Leandro Damião,Atacante,79,26
2013,Sport Club Internacional,Ignacio Scocco,Atacante,72,17
2013,Sport Club Internacional,Diego Forlán,Atacante,70,15
2013,Sport Club Internacional,Rafael Moura,Atacante,66,17
2013,São Paulo Futebol Clube,Léo Vieira,Goleiro,54,0
2013,São Paulo Futebol Clube,Renan Ribeiro,Goleiro,54,0
2013,São Paulo Futebol Clube,Douglas,Lateral,68,26
2013,São Paulo Futebol Clube,Reinaldo,Lateral,66,26
2013,São Paulo Futebol Clube,Thiago Carleto,Lateral,63,3
2013,São Paulo Futebol Clube,Rodrigo Caio,Zagueiro,69,36
2013,São Paulo Futebol Clube,Rafael Tolói,Zagueiro,66,15
2013,São Paulo Futebol Clube,Antônio Carlos,Zagueiro,63,16
2013,São Paulo Futebol Clube,Lúcio,Zagueiro,60,10
2013,São Paulo Futebol Clube,Édson Silva,Zagueiro,58,10
2013,São Paulo Futebol Clube,Wellington,Volante,65,29
2013,São Paulo Futebol Clube,Denílson,Volante,60,17
2013,São Paulo Futebol Clube,Fabrício,Volante,60,15
2013,São Paulo Futebol Clube,Ganso,Meia,77,31
2013,São Paulo Futebol Clube,Jádson,Meia,65,21
2013,São Paulo Futebol Clube,Lucas Evangelista,Meia,62,19
2013,São Paulo Futebol Clube,Osvaldo,Ponta,65,26
2013,São Paulo Futebol Clube,Silvinho,Ponta,61,6
2013,São Paulo Futebol Clube,Negueba,Ponta,56,5
2013,São Paulo Futebol Clube,Aloísio,Atacante,76,33
2013,São Paulo Futebol Clube,Luís Fabiano,Atacante,70,24
2013,São Paulo Futebol Clube,Welliton,Atacante,70,15
2013,São Paulo Futebol Clube,Ademilson,Atacante,65,21
2014,Associação Chapecoense de Futebol,Danilo,Goleiro,72,37
2014,Associação Chapecoense de Futebol,Nivaldo,Goleiro,55,2
2014,Associação Chapecoense de Futebol,Ednei,Lateral,61,16
2014,Associação Chapecoense de Futebol,Jussandro,Lateral,59,5
2014,Associação Chapecoense de Futebol,Fabiano,Zagueiro,67,31
2014,Associação Chapecoense de Futebol,Rafael Lima,Zagueiro,66,32
2014,Associação Chapecoense de Futebol,Douglas Grolli,Zagueiro,63,19
2014,Associação Chapecoense de Futebol,Enrique Meza,Zagueiro,59,4
2014,Associação Chapecoense de Futebol,Neuton,Zagueiro,58,9
2014,Associação Chapecoense de Futebol,Wanderson,Volante,66,30
2014,Associação Chapecoense de Futebol,Abuda,Volante,65,23
2014,Associação Chapecoense de Futebol,Ricardo Conceição,Volante,64,19
2014,Associação Chapecoense de Futebol,Camilo,Meia,72,25
2014,Associação Chapecoense de Futebol,Bruno Silva,Meia,67,20
2014,Associação Chapecoense de Futebol,Neném,Meia,61,15
2014,Associação Chapecoense de Futebol,Régis,Meia,61,5
2014,Associação Chapecoense de Futebol,Hyoran,Meia,55,4
2014,Associação Chapecoense de Futebol,Mailson,Ponta,55,4
2014,Associação Chapecoense de Futebol,Leandro Pereira,Atacante,75,24
2014,Associação Chapecoense de Futebol,Tiago Luis,Atacante,69,26
2014,Associação Chapecoense de Futebol,Bruno Rangel,Atacante,66,20
2014,Associação Chapecoense de Futebol,Alemão,Atacante,63,4
2014,Associação Chapecoense de Futebol,Bérgson,Atacante,57,7
2014,Atlético Paranaense,Weverton,Goleiro,71,35
2014,Atlético Paranaense,Santos,Goleiro,59,3
2014,Atlético Paranaense,Natanael,Lateral,69,31
2014,Atlético Paranaense,Lucas Olaza,Lateral,59,6
2014,Atlético Paranaense,Sidcley,Lateral,57,7
2014,Atlético Paranaense,Cleberson,Zagueiro,69,34
2014,Atlético Paranaense,Gustavo,Zagueiro,60,16
2014,Atlético Paranaense,Léo Pereira,Zagueiro,59,14
2014,Atlético Paranaense,Deivid,Volante,66,33
2014,Atlético Paranaense,Paulinho Dias,Volante,63,23
2014,Atlético Paranaense,João Paulo,Volante,60,15
2014,Atlético Paranaense,Otávio,Volante,60,17
2014,Atlético Paranaense,Felipe Silva,Meia,64,3
2014,Atlético Paranaense,Hernani,Meia,61,15
2014,Atlético Paranaense,Nathan,Meia,60,11
2014,Atlético Paranaense,Marcelo Cirino,Ponta,74,33
2014,Atlético Paranaense,Marcos Guilherme,Ponta,73,36
2014,Atlético Paranaense,Cléo,Atacante,75,20
2014,Atlético Paranaense,Douglas Coutinho,Atacante,74,28
2014,Atlético Paranaense,Dellatorre,Atacante,67,18
2014,Atlético Paranaense,Mosquito,Atacante,61,11
2014,Atlético Paranaense,Éderson,Atacante,61,12
2014,Atlético Paranaense,Bruno Mendes,Atacante,56,3
2014,Botafogo de Futebol e Regatas,Jefferson,Goleiro,67,27
2014,Botafogo de Futebol e Regatas,Helton Leite,Goleiro,63,3
2014,Botafogo de Futebol e Regatas,Renan,Goleiro,58,4
2014,Botafogo de Futebol e Regatas,Andrey Ventura,Goleiro,55,4
2014,Botafogo de Futebol e Regatas,Edílson,Lateral,62,16
2014,Botafogo de Futebol e Regatas,Lucas,Lateral,61,11
2014,Botafogo de Futebol e Regatas,Matheus Dória,Zagueiro,65,10
2014,Botafogo de Futebol e Regatas,Bolívar,Zagueiro,63,24
2014,Botafogo de Futebol e Regatas,Gabriel,Volante,67,35
2014,Botafogo de Futebol e Regatas,Mario Bolatti,Volante,67,26
2014,Botafogo de Futebol e Regatas,Marcelo Mattos,Volante,56,5
2014,Botafogo de Futebol e Regatas,Daniel,Meia,73,13
2014,Botafogo de Futebol e Regatas,Carlos Alberto,Meia,61,13
2014,Botafogo de Futebol e Regatas,Gegê,Meia,57,9
2014,Botafogo de Futebol e Regatas,Nicolás Lodeiro,Meia,55,3
2014,Botafogo de Futebol e Regatas,Renato,Meia,54,0
2014,Botafogo de Futebol e Regatas,Emerson,Ponta,72,15
2014,Botafogo de Futebol e Regatas,Rogério,Ponta,63,17
2014,Botafogo de Futebol e Regatas,Murilo,Ponta,58,11
2014,Botafogo de Futebol e Regatas,Jorge Wagner,Ponta,57,8
2014,Botafogo de Futebol e Regatas,Wallyson,Atacante,69,25
2014,Botafogo de Futebol e Regatas,Yuri Mamute,Atacante,60,17
2014,Botafogo de Futebol e Regatas,Sassá,Atacante,56,2
2014,CR Flamengo,Paulo Victor,Goleiro,70,29
2014,CR Flamengo,César,Goleiro,66,1
2014,CR Flamengo,Felipe,Goleiro,58,8
2014,CR Flamengo,João Paulo,Lateral,67,28
2014,CR Flamengo,Léo Morais,Lateral,62,3
2014,CR Flamengo,Anderson Pico,Lateral,62,9
2014,CR Flamengo,Digão,Lateral,54,0
2014,CR Flamengo,Wallace,Zagueiro,70,31
2014,CR Flamengo,Samir Caetano,Zagueiro,66,17
2014,CR Flamengo,Frickson Erazo,Zagueiro,62,2
2014,CR Flamengo,Marcelo,Zagueiro,61,17
2014,CR Flamengo,Márcio Araújo,Volante,67,32
2014,CR Flamengo,Lucas Mugni,Meia,71,25
2014,CR Flamengo,Héctor Canteros,Meia,71,24
2014,CR Flamengo,Gabriel,Meia,68,21
2014,CR Flamengo,Mattheus,Meia,56,2
2014,CR Flamengo,Éverton,Ponta,72,28
2014,CR Flamengo,Negueba,Ponta,58,11
2014,CR Flamengo,Arthur Caíke,Ponta,58,12
2014,CR Flamengo,Eduardo,Atacante,79,18
2014,CR Flamengo,Alecsandro,Atacante,72,24
2014,CR Flamengo,Élton,Atacante,63,12
2014,CR Flamengo,Hernane,Atacante,54,1
2014,Clube Atlético Mineiro,Victor,Goleiro,70,32
2014,Clube Atlético Mineiro,Giovanni,Goleiro,61,5
2014,Clube Atlético Mineiro,Douglas Santos,Lateral,66,13
2014,Clube Atlético Mineiro,Alex Silva,Lateral,64,22
2014,Clube Atlético Mineiro,Émerson Conceição,Lateral,63,17
2014,Clube Atlético Mineiro,Marcos Rocha,Lateral,63,20
2014,Clube Atlético Mineiro,Leonardo Silva,Zagueiro,65,24
2014,Clube Atlético Mineiro,Jemerson,Zagueiro,62,22
2014,Clube Atlético Mineiro,Edcarlos,Zagueiro,60,17
2014,Clube Atlético Mineiro,Josué,Volante,65,23
2014,Clube Atlético Mineiro,Rafael Carioca,Volante,65,9
2014,Clube Atlético Mineiro,Leandro Donizete,Volante,64,22
2014,Clube Atlético Mineiro,Pierre,Volante,62,21
2014,Clube Atlético Mineiro,Eduardo Henrique,Volante,60,12
2014,Clube Atlético Mineiro,Maicosuel,Meia,71,15
2014,Clube Atlético Mineiro,Danielzinho,Meia,54,1
2014,Clube Atlético Mineiro,Jesús Dátolo,Ponta,78,27
2014,Clube Atlético Mineiro,Dodô,Ponta,73,8
2014,Clube Atlético Mineiro,Luan,Ponta,72,20
2014,Clube Atlético Mineiro,Carlos Júnior,Ponta,68,22
2014,Clube Atlético Mineiro,Diego Tardelli,Atacante,75,24
2014,Clube Atlético Mineiro,André Felipe,Atacante,71,20
2014,Clube Atlético Mineiro,Jô,Atacante,60,16
2014,Coritiba Foot Ball Club,Vanderlei,Goleiro,72,38
2014,Coritiba Foot Ball Club,Vaná Alves,Goleiro,54,0
2014,Coritiba Foot Ball Club,Carlinhos,Lateral,68,28
2014,Coritiba Foot Ball Club,Norberto,Lateral,67,30
2014,Coritiba Foot Ball Club,Dener,Lateral,60,12
2014,Coritiba Foot Ball Club,Reginaldo,Lateral,57,8
2014,Coritiba Foot Ball Club,Leandro Almeida,Zagueiro,70,31
2014,Coritiba Foot Ball Club,Luccas Claro,Zagueiro,66,30
2014,Coritiba Foot Ball Club,Welinton,Zagueiro,63,20
2014,Coritiba Foot Ball Club,Chico,Zagueiro,61,9
2014,Coritiba Foot Ball Club,Gil,Volante,61,15
2014,Coritiba Foot Ball Club,Baraka,Volante,60,16
2014,Coritiba Foot Ball Club,Germano,Volante,60,12
2014,Coritiba Foot Ball Club,Sérgio Manoel,Volante,58,10
2014,Coritiba Foot Ball Club,Rosinei,Volante,58,12
2014,Coritiba Foot Ball Club,Alex,Meia,77,26
2014,Coritiba Foot Ball Club,Robinho,Meia,70,30
2014,Coritiba Foot Ball Club,Dudu Figueiredo,Meia,67,24
2014,Coritiba Foot Ball Club,Geraldo,Ponta,60,15
2014,Coritiba Foot Ball Club,Joel Tagueu,Atacante,73,20
2014,Coritiba Foot Ball Club,Keirrison,Atacante,66,16
2014,Coritiba Foot Ball Club,Alejandro Martinuccio,Atacante,63,13
2014,Coritiba Foot Ball Club,Júlio César,Atacante,58,11
2014,Criciúma Esporte Clube,Galatto,Goleiro,63,3
2014,Criciúma Esporte Clube,Bruno Brígido,Goleiro,62,19
2014,Criciúma Esporte Clube,Edson Mardden,Goleiro,55,3
2014,Criciúma Esporte Clube,Bruno Cortez,Lateral,65,21
2014,Criciúma Esporte Clube,Giovanni,Lateral,64,26
2014,Criciúma Esporte Clube,Eduardo,Lateral,64,25
2014,Criciúma Esporte Clube,Sergio Escudero,Lateral,57,8
2014,Criciúma Esporte Clube,Maicon Silva,Lateral,56,5
2014,Criciúma Esporte Clube,Joílson,Zagueiro,59,10
2014,Criciúma Esporte Clube,Rafael Pereira,Zagueiro,59,8
2014,Criciúma Esporte Clube,João Vitor,Volante,68,32
2014,Criciúma Esporte Clube,Serginho,Volante,67,26
2014,Criciúma Esporte Clube,Gustavo Barreto,Volante,55,3
2014,Criciúma Esporte Clube,Maylson,Volante,55,4
2014,Criciúma Esporte Clube,Paulo Baier,Meia,70,22
2014,Criciúma Esporte Clube,Cléber Santana,Meia,67,20
2014,Criciúma Esporte Clube,Rafael Costa,Meia,58,10
2014,Criciúma Esporte Clube,Lucca,Ponta,75,26
2014,Criciúma Esporte Clube,Silvinho,Ponta,67,22
2014,Criciúma Esporte Clube,Souza,Atacante,68,13
2014,Criciúma Esporte Clube,Róger Guedes,Atacante,65,3
2014,Criciúma Esporte Clube,Zé Carlos,Atacante,57,9
2014,Criciúma Esporte Clube,Gustavo,Atacante,57,7
2014,Cruzeiro Esporte Clube,Fábio,Goleiro,71,36
2014,Cruzeiro Esporte Clube,Rafael,Goleiro,54,1
2014,Cruzeiro Esporte Clube,Egídio,Lateral,71,31
2014,Cruzeiro Esporte Clube,Mayke,Lateral,69,30
2014,Cruzeiro Esporte Clube,Ceará,Lateral,61,17
2014,Cruzeiro Esporte Clube,Dedé,Zagueiro,64,21
2014,Cruzeiro Esporte Clube,Manoel,Zagueiro,61,13
2014,Cruzeiro Esporte Clube,Wallace,Zagueiro,56,3
2014,Cruzeiro Esporte Clube,Lucas Silva,Volante,72,27
2014,Cruzeiro Esporte Clube,Nilton,Volante,66,25
2014,Cruzeiro Esporte Clube,Souza,Volante,64,5
2014,Cruzeiro Esporte Clube,Willian Farias,Volante,60,14
2014,Cruzeiro Esporte Clube,Everton Ribeiro,Meia,81,31
2014,Cruzeiro Esporte Clube,Júlio Baptista,Meia,69,14
2014,Cruzeiro Esporte Clube,Alisson,Meia,68,15
2014,Cruzeiro Esporte Clube,Marlone,Meia,63,13
2014,Cruzeiro Esporte Clube,Tinga,Meia,56,6
2014,Cruzeiro Esporte Clube,Marquinhos,Ponta,69,18
2014,Cruzeiro Esporte Clube,Luan,Ponta,55,4
2014,Cruzeiro Esporte Clube,Ricardo Goulart,Atacante,81,26
2014,Cruzeiro Esporte Clube,Marcelo Moreno Martins,Atacante,80,32
2014,Cruzeiro Esporte Clube,Willian Bigode,Atacante,71,27
2014,Cruzeiro Esporte Clube,Dagoberto,Atacante,66,21
2014,Esporte Clube Bahia,Marcelo Lomba,Goleiro,71,37
2014,Esporte Clube Bahia,Douglas Pires,Goleiro,55,2
2014,Esporte Clube Bahia,Guilherme Santos,Lateral,67,25
2014,Esporte Clube Bahia,Pará,Lateral,64,20
2014,Esporte Clube Bahia,Roniery,Lateral,60,17
2014,Esporte Clube Bahia,Titi,Zagueiro,66,24
2014,Esporte Clube Bahia,Demerson,Zagueiro,65,28
2014,Esporte Clube Bahia,Lucas Fonseca,Zagueiro,62,22
2014,Esporte Clube Bahia,Anderson Conceição,Zagueiro,54,0
2014,Esporte Clube Bahia,Robson,Zagueiro,54,0
2014,Esporte Clube Bahia,Rafael Miranda,Volante,68,30
2014,Esporte Clube Bahia,Fahel,Volante,66,25
2014,Esporte Clube Bahia,Léo Gago,Volante,60,15
2014,Esporte Clube Bahia,Bruno Paulista,Volante,57,8
2014,Esporte Clube Bahia,Diego Felipe,Volante,54,0
2014,Esporte Clube Bahia,Talisca,Meia,69,9
2014,Esporte Clube Bahia,Rafael Galhardo,Meia,66,5
2014,Esporte Clube Bahia,Rhayner,Meia,63,12
2014,Esporte Clube Bahia,Branquinho,Meia,61,12
2014,Esporte Clube Bahia,Lincoln,Meia,60,9
2014,Esporte Clube Bahia,Henrique Almeida,Atacante,66,25
2014,Esporte Clube Bahia,William Barbio,Atacante,63,25
2014,Esporte Clube Bahia,Marcos Aurélio,Atacante,61,13
2014,Esporte Clube Vitória,Wilson,Goleiro,65,24
2014,Esporte Clube Vitória,Roberto Fernández,Goleiro,60,15
2014,Esporte Clube Vitória,Ayrton,Lateral,63,16
2014,Esporte Clube Vitória,Nino Paraíba,Lateral,63,22
2014,Esporte Clube Vitória,Kadu,Zagueiro,66,27
2014,Esporte Clube Vitória,Luiz Gustavo,Zagueiro,63,23
2014,Esporte Clube Vitória,Roger Carvalho,Zagueiro,61,18
2014,Esporte Clube Vitória,Mansur,Zagueiro,59,14
2014,Esporte Clube Vitória,Alemão,Zagueiro,58,11
2014,Esporte Clube Vitória,Ednei,Zagueiro,55,4
2014,Esporte Clube Vitória,Zé Welison,Volante,63,21
2014,Esporte Clube Vitória,Josa,Volante,57,7
2014,Esporte Clube Vitória,Marcinho,Meia,67,23
2014,Esporte Clube Vitória,Willie,Meia,63,16
2014,Esporte Clube Vitória,Damián Escudero,Meia,60,10
2014,Esporte Clube Vitória,Léo Costa,Meia,56,5
2014,Esporte Clube Vitória,Hugo,Meia,55,3
2014,Esporte Clube Vitória,Marquinhos,Ponta,69,6
2014,Esporte Clube Vitória,Vinícius,Ponta,68,18
2014,Esporte Clube Vitória,Euller,Ponta,60,9
2014,Esporte Clube Vitória,Dinei,Atacante,74,31
2014,Esporte Clube Vitória,Edno,Atacante,71,15
2014,Esporte Clube Vitória,Souza,Atacante,62,5
2014,Figueirense Futebol Clube,Tiago Volpi,Goleiro,71,37
2014,Figueirense Futebol Clube,Luan Polli,Goleiro,54,1
2014,Figueirense Futebol Clube,Leandro Silva,Lateral,63,23
2014,Figueirense Futebol Clube,Marquinhos Pedroso,Lateral,60,12
2014,Figueirense Futebol Clube,Guilherme Lazaroni,Lateral,59,6
2014,Figueirense Futebol Clube,Thiago Heleno,Zagueiro,67,33
2014,Figueirense Futebol Clube,Marquinhos,Zagueiro,64,24
2014,Figueirense Futebol Clube,Nirley,Zagueiro,63,24
2014,Figueirense Futebol Clube,França,Volante,65,15
2014,Figueirense Futebol Clube,Paulo Roberto,Volante,64,26
2014,Figueirense Futebol Clube,Dener,Volante,58,10
2014,Figueirense Futebol Clube,Giovanni Augusto,Meia,69,24
2014,Figueirense Futebol Clube,Felipe Silva,Meia,61,14
2014,Figueirense Futebol Clube,Jefferson,Meia,61,15
2014,Figueirense Futebol Clube,Yago Felipe,Meia,56,5
2014,Figueirense Futebol Clube,Mazola,Ponta,65,10
2014,Figueirense Futebol Clube,William Pottker,Ponta,54,1
2014,Figueirense Futebol Clube,Everaldo,Atacante,70,24
2014,Figueirense Futebol Clube,Marcão,Atacante,69,21
2014,Figueirense Futebol Clube,Clayton,Atacante,69,22
2014,Figueirense Futebol Clube,Pablo,Atacante,67,19
2014,Figueirense Futebol Clube,Ricardo Bueno,Atacante,58,12
2014,Figueirense Futebol Clube,Dudú,Atacante,57,7
2014,Fluminense Football Club,Diego Cavalieri,Goleiro,74,32
2014,Fluminense Football Club,Kléver,Goleiro,59,3
2014,Fluminense Football Club,Felipe Garcia,Goleiro,59,3
2014,Fluminense Football Club,Júlio César,Goleiro,56,0
2014,Fluminense Football Club,Bruno,Lateral,66,29
2014,Fluminense Football Club,Wellington Silva,Lateral,55,2
2014,Fluminense Football Club,Marlon,Zagueiro,61,20
2014,Fluminense Football Club,Gum,Zagueiro,60,15
2014,Fluminense Football Club,Fabrício,Zagueiro,56,5
2014,Fluminense Football Club,Edson,Volante,63,17
2014,Fluminense Football Club,Edwin Valencia,Volante,61,19
2014,Fluminense Football Club,Darío Conca,Meia,83,37
2014,Fluminense Football Club,Cícero,Meia,72,20
2014,Fluminense Football Club,Chiquinho,Meia,68,26
2014,Fluminense Football Club,Gustavo Scarpa,Meia,56,6
2014,Fluminense Football Club,Fernando Neto,Meia,55,4
2014,Fluminense Football Club,Kenedy,Ponta,69,20
2014,Fluminense Football Club,Matheus Carvalho,Ponta,68,2
2014,Fluminense Football Club,Renato,Ponta,54,0
2014,Fluminense Football Club,Fred,Atacante,84,28
2014,Fluminense Football Club,Rafael Sóbis,Atacante,68,31
2014,Fluminense Football Club,Walter,Atacante,65,23
2014,Fluminense Football Club,Samuel Rosa,Atacante,54,1
2014,Goiás EC,Renan Soares,Goleiro,72,35
2014,Goiás EC,Édson,Goleiro,63,3
2014,Goiás EC,Lucas Lima,Lateral,63,21
2014,Goiás EC,Léo Veloso,Lateral,58,11
2014,Goiás EC,Jackson,Zagueiro,68,34
2014,Goiás EC,Pedro Henrique,Zagueiro,62,23
2014,Goiás EC,Felipe Macedo,Zagueiro,61,19
2014,Goiás EC,Alex Alves,Zagueiro,59,10
2014,Goiás EC,Valmir Lucas,Zagueiro,58,10
2014,Goiás EC,Thiago Mendes,Volante,71,34
2014,Goiás EC,Amaral,Volante,67,31
2014,Goiás EC,Moisés,Volante,60,12
2014,Goiás EC,David,Meia,74,34
2014,Goiás EC,Esquerdinha,Meia,72,29
2014,Goiás EC,Ramón,Meia,69,33
2014,Goiás EC,Tiago Real,Meia,66,31
2014,Goiás EC,Assuério,Meia,60,9
2014,Goiás EC,Murilo Henrique,Meia,59,13
2014,Goiás EC,Erik,Ponta,77,34
2014,Goiás EC,Welinton Junior,Ponta,65,15
2014,Goiás EC,Samuel Rosa,Atacante,64,20
2014,Goiás EC,Bruno Mineiro,Atacante,64,17
2014,Goiás EC,Danilo,Atacante,61,8
2014,Grêmio Foot-Ball Porto Alegrense,Léo Jardim,Goleiro,54,0
2014,Grêmio Foot-Ball Porto Alegrense,Pará,Lateral,67,33
2014,Grêmio Foot-Ball Porto Alegrense,Wendell,Lateral,61,2
2014,Grêmio Foot-Ball Porto Alegrense,Breno Lorran,Lateral,58,8
2014,Grêmio Foot-Ball Porto Alegrense,Rhodolfo,Zagueiro,69,24
2014,Grêmio Foot-Ball Porto Alegrense,Pedro Geromel,Zagueiro,66,24
2014,Grêmio Foot-Ball Porto Alegrense,Bressan,Zagueiro,64,18
2014,Grêmio Foot-Ball Porto Alegrense,Werley,Zagueiro,60,13
2014,Grêmio Foot-Ball Porto Alegrense,Saimon,Zagueiro,56,5
